Datum,Naziv,Prejemnik,Darovalec,Tip darila,Način izročitve,Vrednost,Način določitve vrednosti,Razlog za izročitev,gift_owner,date_str,recipient_org,recipient,donor,gift_type,delivery_type,Description,value_determination_method,occasion,Date,donor_geo,Countries_donors,Year,Month,Year_Month,Countries_donors_2
2017-03-03,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,evropska komisija,priložnostno,neposredno,30,osebna nestrokovna ocena,zasedanje generalne skupščine encj varšava 2016,organization official holds position,2017-03-03,cabinet president government republic slovenia,functionary,european commission,occasional,directly,ballpoint pen scissors,personal non-professional assessment,session general assembly encj warsaw 2016,2017-03-03,[],[],2017,3,2017-03,[]
2017-03-08,VARUH ČLOVEKOVIH PRAVIC,državni organ/lokalna skupnost/nosilec javnih pooblastil,"Županja občine Grad, ga. cvetka ficko",protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V RS,country,2017-03-08,ombudsman,state body/local community/holder public authority,"mayor grad municipality, mrs. flower girl",protocol,directly,book grad na goričke,personal non-professional assessment,official visit rs,2017-03-08,[],[],2017,3,2017-03,[]
2017-03-15,VARUH ČLOVEKOVIH PRAVIC,državni organ/lokalna skupnost/nosilec javnih pooblastil,"Župan občine Mislinja, g. Bojan Borovnik",protokolarno,neposredno,30,osebna nestrokovna ocena,uradni obisk ministrice za obrambo rs na operaciji unifil v libanonu,organization official holds position,2017-03-15,ombudsman,state body/local community/holder public authority,"mayor mislinja, mr. bojan borovnik",protocol,directly,"collection mislinja municipality, flag",personal non-professional assessment,official visit rs minister defense unifil operation lebanon,2017-03-15,[],[],2017,3,2017-03,[]
2017-03-16,OBČINA MEDVODE,funkcionar,CADIS D.O.O.,priložnostno,neposredno,30,osebna nestrokovna ocena,uradni obisk ministrice na operaciji unifil v libanonu,organization official holds position,2017-03-16,medvode municipality,functionary,cadis d.o.o.,occasional,directly,small picture,personal non-professional assessment,minister's official visit unifil operation lebanon,2017-03-16,[],[],2017,3,2017-03,[]
2017-04-10,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,predsedstvo bosne in hercegovine,protokolarno,posredno,30,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika državnega zbora v albaniji,organization official holds position,2017-04-10,cabinet president government republic slovenia,functionary,presidency bosnia herzegovina,protocol,indirectly,fabric lace pattern wooden frame,value cannot determined non-expert assessment,official visit president national assembly albania,2017-04-10,['bosnia'],['bosnia'],2017,4,2017-04,['bosnia']
2017-04-12,BANKA SLOVENIJE,funkcionar,Gospodarska zbornica slovenije,priložnostno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika državnega zbora v albaniji,organization official holds position,2017-04-12,bank slovenia,functionary,slovenian chamber commerce,occasional,directly,"30 euro coin, slovenia 2015",value cannot determined non-expert assessment,official visit president national assembly albania,2017-04-12,[],[],2017,4,2017-04,[]
2017-05-04,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,družinski član funkcionarja,PREDSEDNIK PARLAMENTARNE SKUPŠČINE NATO,protokolarno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika državnega zbora v albaniji,organization official holds position,2017-05-04,office president republic slovenia,family member official,president parliamentary assembly nato,protocol,directly,medallion medallion parliamentary assembly,value cannot determined non-expert assessment,official visit president national assembly albania,2017-05-04,[],[],2017,5,2017-05,[]
2017-05-28,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"DRAGO VOGRINČIČ, ŽUPAN OBČINE CANKOVA",protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,UDELEŽBA NA PRIREDITVI - RAZSTAVA V DRŽAVNEM ZBORU,country,2017-05-28,office president republic slovenia,functionary,"dear vogrinčič, mayor cankova municipality",protocol,directly,"landscape painting, acrylic - paper, jožef berk",personal non-professional assessment,participation event - exhibition national assembly,2017-05-28,['cankova municipality'],['cankova municipality'],2017,5,2017-05,['cankova municipality']
2017-05-30,MESTNA OBČINA LJUBLJANA,funkcionar,PODŽUPAN ISTANBULA,priložnostno,neposredno,30,nestrokovna ocena,"UDELEŽBA PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE IN MINISTRA ZA ZUNANJE ZADEVE IN TRGOVINO MADŽARSKE NA SLOVESNOSTI OB URADNEM ZAKLJUČKU PROJEKTA MODERNIZACIJE, ELEKTRIFIKACIJE IN NADGRADNJE PROGE PRAGERSKO - HODOŠ",official,2017-05-30,municipality ljubljana,functionary,deputy mayor istanbul,occasional,directly,glass vase,non-professional assessment,"participation president government republic slovenia minister foreign affairs trade hungary ceremony official completion project modernization, electrification upgrading pragersko - hodoš line",2017-05-30,[],[],2017,5,2017-05,[]
2017-05-30,RAČUNSKO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,predsednik vri turčije in predsedujoči eurosai,protokolarno,neposredno,30,nestrokovna ocena,"UDELEŽBA PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE IN MINISTRA ZA ZUNANJE ZADEVE IN TRGOVINO MADŽARSKE NA SLOVESNOSTI OB URADNEM ZAKLJUČKU PROJEKTA MODERNIZACIJE, ELEKTRIFIKACIJE IN NADGRADNJE PROGE PRAGERSKO - HODOŠ",official,2017-05-30,audit court republic slovenia,functionary,president turkey president eurosai,protocol,directly,"book state accouting ottoman empire, risale-i felekiyye",non-professional assessment,"participation president government republic slovenia minister foreign affairs trade hungary ceremony official completion project modernization, electrification upgrading pragersko - hodoš line",2017-05-30,['turkey'],['turkey'],2017,5,2017-05,['turkey']
2017-05-30,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"STANOVNIK MIRAN, ŽUPAN LOG-DRAGOMER",protokolarno,neposredno,30,nestrokovna ocena,"udeležba predsednika vlade republike slovenije in ministra za zunanje zadeve in trgovino madžarske na slovesnosti ob uradnem zaključku projekta modernizacije, elektrifikacije in nadgradnje proge pragersko - hodoš",official,2017-05-30,office president republic slovenia,functionary,"resident miran, mayor log-dragomer",protocol,directly,"barjan earth: rafael samec (earth, glass, textile, paraffin)",non-professional assessment,"participation prime minister republic slovenia minister foreign affairs trade hungary ceremony official completion project modernization, electrification upgrading pragersko - hodoš line",2017-05-30,['miran'],['miran'],2017,5,2017-05,['miran']
2017-05-31,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,MZZ TURČIJE,protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,OBČINSKI PRAZNIK KI JE POSVEČEN 30-LETNICI TRUBARJEVE DOMAČIJE IN 25- LETNICI SAMOSTOJNOSTI SLOVENIJE,country,2017-05-31,ministry foreign affairs,functionary,mfa turkey,protocol,directly,stone slab,personal non-professional assessment,municipal holiday dedicated 30th anniversary trubar's homeland 25th anniversary independence slovenia,2017-05-31,[],[],2017,5,2017-05,[]
2017-05-31,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,PR VELIKE NARODNE SKUPŠČINE TURČIJE,protokolarno,neposredno,30,podatek darovalca (platnica knjige),Obisk pri slovenski skupnosti v kanadi,organization official holds position,2017-05-31,ministry foreign affairs,functionary,pr grand national assembly turkey,protocol,directly,stone slab,donor information (book cover),visit slovenian community canada,2017-05-31,[],[],2017,5,2017-05,[]
2017-06-07,RAČUNSKO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,predsednik vrhovne revizijske institucije srbije,priložnostno,neposredno,30,cenik,sprejem učencev,official,2017-06-07,audit court republic slovenia,functionary,president supreme audit institution serbia,occasional,directly,"statuette national costume musical instrument, book serbia belgrade-english.",price list,reception students,2017-06-07,[],[],2017,6,2017-06,[]
2017-06-08,URAD VLADE REPUBLIKE SLOVENIJE ZA SLOVENCE V ZAMEJSTVU IN PO SVETU,funkcionar,"STANI REVINŠEK, PREDSEDNIK SKD SLOMŠEK, MAASMECHELEN",priložnostno,neposredno,30,cenik,sprejem učencev,official,2017-06-08,office government republic slovenia slovenians zamejstv around world,functionary,"stani revinšek, president skd slomšek, maasmechelen",occasional,directly,"book: levend park-100 jaar tuinwijk-eisden, jan kohlebacher",price list,reception students,2017-06-08,[],[],2017,6,2017-06,[]
2017-06-15,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK PORTUGALSKEGA PARLAMENTA EDUARDO FERRO RODRIGUES,protokolarno,neposredno,30,podatek darovalca,obisk ministrice na kitajskem srečanje s predstavniki olimpijskega komiteja lr kitajske,organization official holds position,2017-06-15,office president republic slovenia,functionary,president portuguese parliament eduardo ferro rodrigues,protocol,directly,porcelain,donor information,minister's visit chinese meeting representatives olympic committee people's republic china,2017-06-15,[],[],2017,6,2017-06,[]
2017-06-23,BANKA SLOVENIJE,funkcionar,guverner - centralna banka libanona,priložnostno,posredno,30,OSEBNA NESTROKOVNA OCENA,ODKRITJE SPOMINSKE TABLE POIMENOVANJA PARKA V PARK DR. JOŽETA PUČNIKA V LENARTU IN ODKRITJE KIPA V POČASTITEV 25. OBLETNICE SAMOSTOJNOSTI RS V LENARTU,country,2017-06-23,bank slovenia,functionary,governor - central bank lebanon,occasional,indirectly,cd (banque du liban-50 years leather case) book central banking uncertain times; lebanon & us,personal non-professional assessment,discovery memorial plaque named park v park dr. jožeta pučnika lenart discovery statue honor 25th anniversary independence rs lenart,2017-06-23,['lebanon'],['lebanon'],2017,6,2017-06,['lebanon']
2017-06-24,MESTNA OBČINA LJUBLJANA,funkcionar,MINISTER ZA ZUNANJE ZADEVE REPUBLIKE BELORUSIJE,protokolarno,posredno,30,nestrokovno,obisk v delegaciji CEEC na kitajskem,organization official holds position,2017-06-24,municipality ljubljana,functionary,minister foreign affairs republic belarus,protocol,indirectly,"graphics address minsk, panorama verhnogo goroda",unprofessional,visit ceec delegation china,2017-06-24,[],[],2017,6,2017-06,[]
2017-06-27,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,MZZ ŠVEDSKE MARGOT WALLSTRÖM,protokolarno,neposredno,30,cena je navedena na knjigi,izzid knjige,organization official holds position,2017-06-27,ministry foreign affairs,functionary,mfa sweden margot wallström,protocol,directly,"book ""dag hammarskjöld - markings life""",price indicated book,publication book,2017-06-27,['wallström'],['wallström'],2017,6,2017-06,['wallström']
2017-06-28,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,državni organ/lokalna skupnost/nosilec javnih pooblastil,delegacija iz kuvajta,protokolarno,neposredno,30,cena na trgu,/,country,2017-06-28,ministry economic development technology,state body/local community/holder public authority,delegation kuwait,protocol,directly,plastic plate base,market price,,2017-06-28,['kuwait'],['kuwait'],2017,6,2017-06,['kuwait']
2017-06-29,MESTNA OBČINA LJUBLJANA,funkcionar,ŽUPAN MESTA KIJEV,protokolarno,neposredno,30,osebna ocena,sestanek na SAZ-u,organization official holds position,2017-06-29,municipality ljubljana,functionary,mayor city kyiv,protocol,directly,geo leros catalog: kyiv street art,personal assessment,meeting saz,2017-06-29,[],[],2017,6,2017-06,[]
2017-06-30,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,"sadiq M. marafi, veleposlanik kuvajta v rs",priložnostno,neposredno,30,na spletu,sestanek na Sazu,official,2017-06-30,state council republic slovenia,functionary,"sadiq m. marafi, ambassador kuwait rs",occasional,directly,medallion,web,meeting saz,2017-06-30,['kuwait'],['kuwait'],2017,6,2017-06,['kuwait']
2017-06-30,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",funkcionar,predstavniki ministrstva za kmetijstvo republike tatarstan,priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,VLJUDNOSTNO SREČANJE OB OBISKU V RS,organization official holds position,2017-06-30,"ministry agriculture, forestry food",functionary,representatives ministry agriculture republic tatarstan,occasional,directly,smaller porcelain plate picture girl,personal non-professional assessment,courtesy meeting visiting rs,2017-06-30,[],[],2017,6,2017-06,[]
2017-07-01,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,"calin popescu-tariccanu, predsednika senata romunije",priložnostno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče določiti,sprejem državnega ministra bangladeša v državnem zboru,organization official holds position,2017-07-01,state council republic slovenia,functionary,"calin popescu-tariccanu, president senate romania",occasional,directly,commemorative coin,value cannot determined non-expert assessment,reception minister state bangladesh national assembly,2017-07-01,[],[],2017,7,2017-07,[]
2017-08-05,OBČINA LJUTOMER,državni organ/lokalna skupnost/nosilec javnih pooblastil,OBČINA UŽICE IZ SRBIJE,protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V REPUBLIKI SLOVENIJI,country,2017-08-05,municipality ljutomer,state body/local community/holder public authority,municipality uzica serbia,protocol,directly,lantern,personal non-professional assessment,official visit republic slovenia,2017-08-05,[],[],2017,8,2017-08,[]
2017-08-05,OBČINA LJUTOMER,državni organ/lokalna skupnost/nosilec javnih pooblastil,OBČINA FULNEK IZ ČEŠKE,protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,MEDNARODNA KONFERENCA,organization official holds position,2017-08-05,municipality ljutomer,state body/local community/holder public authority,municipality fulnek czech republic,protocol,directly,vase two small table candlesticks,personal non-professional assessment,international conference,2017-08-05,[],[],2017,8,2017-08,[]
2017-08-15,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,SENAT ZDRUŽENIH DRŽAV AMERIKE,protokolarno,neposredno,30,osebna nestrokovna ocena,mednarodna konferenca,organization official holds position,2017-08-15,ministry foreign affairs,functionary,senate united states america,protocol,directly,glass container,personal non-professional assessment,international conference,2017-08-15,['america'],['america'],2017,8,2017-08,['america']
2017-08-17,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,ČLANICE BALINARSKEGA ŠPPORTNEGA DRUŠTVA FUŽINE,protokolarno,neposredno,30,osebna nestrokovna ocena,mednarodna konferenca,organization official holds position,2017-08-17,office president republic slovenia,functionary,members bowling sports association fužina,protocol,directly,balls,personal non-professional assessment,international conference,2017-08-17,[],[],2017,8,2017-08,[]
2017-08-21,MESTNA OBČINA LJUBLJANA,funkcionar,"DIREKTORICA LCEDUCATIONAL, CIPER",protokolarno,neposredno,30,osebna nestrokovna ocena,mednarodna konferenca,official,2017-08-21,municipality ljubljana,functionary,"lceducational director, cyprus",protocol,directly,jug,personal non-professional assessment,international conference,2017-08-21,[],[],2017,8,2017-08,[]
2017-09-04,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,RICHARD GALLAGER,priložnostno,neposredno,30,osebna nestrokovna ocena,mednarodna konferenca,official,2017-09-04,cabinet president government republic slovenia,functionary,richard gallagher,occasional,directly,memorial plaque coin,personal non-professional assessment,international conference,2017-09-04,[],[],2017,9,2017-09,[]
2017-09-09,OBČINA LAŠKO,državni organ/lokalna skupnost/nosilec javnih pooblastil,mažorete novo mesto,priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,MEDNARODNA KONFERENCA,organization official holds position,2017-09-09,municipality lasko,state body/local community/holder public authority,majorette new city,occasional,directly,book,personal non-professional assessment,international conference,2017-09-09,[],[],2017,9,2017-09,[]
