Datum,Naziv,Prejemnik,Darovalec,Tip darila,Način izročitve,Vrednost,Način določitve vrednosti,Razlog za izročitev,Lastnik darila,Datum_EN,Naziv_EN,Prejemnik_EN,Darovalec_EN,Tip darila_EN,Način izročitve_EN
2019-03-14,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Andrew Doyle, državni minister za kmetijstvo, prehrano in pomorstvo Irske",priložnostno,neposredno,30,osebna nestrokovna ocena,srečanje ob robu dogodka bsf,"organizacija, v kateri funkcionar opravlja funkcijo",2019-03-14,MINISTRY OF FOREIGN AFFAIRS,functionary,"Andrew Doyle, Minister of State for Agriculture, Food and the Marine of Ireland",casually,directly
2019-03-25,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Ján Richter, minister za delo, socialne zadeve in družino Slovaške",priložnostno,neposredno,30,osebna nestrokovna ocena,srečanje ob robu dogodka BSF,"organizacija, v kateri funkcionar opravlja funkcijo",2019-03-25,MINISTRY OF FOREIGN AFFAIRS,functionary,"Ján Richter, Minister of Labour, Social Affairs and Family of Slovakia",casually,directly
2019-04-11,OBČINA KOČEVJE,državni organ/lokalna skupnost/nosilec javnih pooblastil,občina mokronog-trebelno,priložnostno,neposredno,30,osebna nestrokovna ocena,srečanje ob robu dogodka bsf,"organizacija, v kateri funkcionar opravlja funkcijo",2019-04-11,KOČEVJE MUNICIPALITY,state body/local community/holder of public authority,the municipality of wet-foot-trebelno,casually,directly
2019-04-12,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,državni organ/lokalna skupnost/nosilec javnih pooblastil,ŽUPAN ms,protokolarno,neposredno,30,LASTNA OCENA,POZORNOST OB OBISKU VARUHA PRI NJIH,"organizacija, v kateri funkcionar opravlja funkcijo",2019-04-12,MINISTRY OF ECONOMIC DEVELOPMENT AND TECHNOLOGY,state body/local community/holder of public authority,MAYOR ms,protocol,directly
2019-04-24,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,državni organ/lokalna skupnost/nosilec javnih pooblastil,"HISENSE CO.LTR, IZVRŠNI DIREKTOR",protokolarno,neposredno,30,nestrokovna ocena,obisk pv rs na sejmu mos,država,2019-04-24,MINISTRY OF ECONOMIC DEVELOPMENT AND TECHNOLOGY,state body/local community/holder of public authority,"HISENSE CO.LTR, EXECUTIVE DIRECTOR",protocol,directly
2019-05-09,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,državni organ/lokalna skupnost/nosilec javnih pooblastil,vp jAPONSKE G. yOSHIDE,protokolarno,neposredno,30,netrokovna ocena,obisk pv rs na mos v celju,država,2019-05-09,MINISTRY OF ECONOMIC DEVELOPMENT AND TECHNOLOGY,state body/local community/holder of public authority,vp JAPAN Mr. yoSHIDE,protocol,directly
2019-05-19,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"ga. florida petelin, predsednica krajevne skupnosti renče",priložnostno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk podpredsednika nacionalnega odbora kitajske ljudske politične in svetovalne konference v sloveniji,"organizacija, v kateri funkcionar opravlja funkcijo",2019-05-19,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Mrs. florida petelin, president of the local community of renče",casually,directly
2019-05-19,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"ga. katjuša žigon, predsednica območnega združenja borcev za vrednote nob nova gorica",priložnostno,neposredno,30,OKVIRNA OCENJENA VREDNOST,SODELOVANJE Z MATIČNIM NARODOM,"organizacija, v kateri funkcionar opravlja funkcijo",2019-05-19,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Mrs. katjuša žigon, president of the regional association of fighters for the values ​​of nob nova gorica",casually,directly
2019-06-01,OBČINA RADOVLJICA,funkcionar,pobratena občina ivančice,protokolarno,neposredno,30,osebna nestrokovna ocena,delovno srečanje,"organizacija, v kateri funkcionar opravlja funkcijo",2019-06-01,RADOVLJICA MUNICIPALITY,functionary,the sister municipality of ivančice,protocol,directly
2019-06-05,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"ameriški sekretar za energijo, gospod rick perry",priložnostno,neposredno,30,osebna nestrokovna ocena,sprejem delegacije nacionalnega odbora kitajske posvetovalne konference,"organizacija, v kateri funkcionar opravlja funkcijo",2019-06-05,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"US Secretary of Energy, Mr. Rick Perry",casually,directly
2019-06-11,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"dr. Fabiola Gianotti, generalna direktorica evropske organizacije za jedrske raziskave",priložnostno,neposredno,30,ceni zabeleženi na knjigah,udeležba predsednika vlade na dogodku hospickafe,država,2019-06-11,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"dr. Fabiola Gianotti, Director General of the European Organization for Nuclear Research",casually,directly
2019-06-19,MINISTRSTVO ZA INFRASTRUKTURO,funkcionar,"FRANC MUŽIČ,ŽUPAN",protokolarno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče oceniti,uradni obisk predsednice poslanske zbornice italijanske republike v sloveniji,"organizacija, v kateri funkcionar opravlja funkcijo",2019-06-19,MINISTRY OF INFRASTRUCTURE,functionary,"FRANC MUŽIČ, MAYOR",protocol,directly
2019-06-28,MESTNA OBČINA NOVO MESTO,državni organ/lokalna skupnost/nosilec javnih pooblastil,"meritxell montserrat mestres in dolors rius marrugat, podžupanji mesta vilafranca del penedes",protokolarno,neposredno,30,osebna nestrokovna ocena,vljudnostno srečanje ob uradnem obisku v RS,"organizacija, v kateri funkcionar opravlja funkcijo",2019-06-28,CITY MUNICIPALITY NOVI MESO,state body/local community/holder of public authority,"meritxell montserrat mestres and dolors rius marrugat, vice mayors of Vilafranca del Penedes",protocol,directly
2019-07-10,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"dr. Riad Malki, MINISTER ZA ZUNANJE ZADEVE Palestine",protokolarno,neposredno,30,OSEBNA NESTROKOVNA,OBISK DELEGACIJE IZ OBČINE MLADENOVAC/SRBIJA OB OBČINSKEM PRAZNIKU,lokalna skupnost,2019-07-10,MINISTRY OF FOREIGN AFFAIRS,functionary,"dr. Riad Malki, MINISTER OF FOREIGN AFFAIRS Palestine",protocol,directly
2019-07-29,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Marta Grande, predsednica Odbora za zunanjo politiko in komunitarne zadeve v italijanski Poslanski zbornici",priložnostno,neposredno,30,NESTROKOVNA OCENA,DELOVNI OBISK PV RS NA JAPONSKEM,država,2019-07-29,MINISTRY OF FOREIGN AFFAIRS,functionary,"Marta Grande, President of the Committee for Foreign Policy and Community Affairs in the Italian Chamber of Deputies",casually,directly
2019-08-03,OBČINA LJUTOMER,državni organ/lokalna skupnost/nosilec javnih pooblastil,OBČINA UŽICE (SRBIJA),protokolarno,neposredno,30,nestrokovna ocena,posebno priznanje,država,2019-08-03,MUNICIPALITY OF LJUTOMER,state body/local community/holder of public authority,UZICA MUNICIPALITY (SERBIA),protocol,directly
2019-08-03,OBČINA LJUTOMER,državni organ/lokalna skupnost/nosilec javnih pooblastil,občina fulnek (češka),protokolarno,neposredno,30,NESTROKOVNA OCENA,DELOVNI OBISK PV RS NA JAPONSKEM,država,2019-08-03,MUNICIPALITY OF LJUTOMER,state body/local community/holder of public authority,Municipality of Fulnek (Czech Republic),protocol,directly
2019-08-14,MESTNA OBČINA LJUBLJANA,funkcionar,"haris tahirović, romsko društvo anglunipe",priložnostno,neposredno,30,osebna nestrokovna ocena,uradni obisk ministrice za obrambo rs v republiki makedoniji,funkcionar,2019-08-14,MUNICIPALITY OF LJUBLJANA,functionary,"haris tahirović, anglunipe Roma association",casually,directly
2019-09-12,VRHOVNO DRŽAVNO TOŽILSTVO REPUBLIKE SLOVENIJE,funkcionar,GENERALNA DRŽAVNA TOŽILKA REPUBLIKE SRBIJE ZAGORKA DOLOVAC,protokolarno,neposredno,30,osebna nestrokovna ocena,uradni obisk ministrice za obrambo rs v republiki makedoniji,"organizacija, v kateri funkcionar opravlja funkcijo",2019-09-12,SUPREME STATE PROSECUTOR'S OFFICE OF THE REPUBLIC OF SLOVENIA,functionary,GENERAL STATE PROSECUTOR OF THE REPUBLIC OF SERBIA ZAGORKA DOLOVAC,protocol,directly
2019-10-02,DVOJEZIČNA OSNOVNA ŠOLA II LENDAVA - 2. SZ. LENDVAI KÉTNYELVŰ ÁLTALÁNOS ISKOLA,državni organ/lokalna skupnost/nosilec javnih pooblastil,CENTER ZA KOMUNIKACIJO,protokolarno,posredno,30,osebna nestrokovna ocena,uradni obisk ministrice za obrambo rs v republiki makedoniji,"organizacija, v kateri funkcionar opravlja funkcijo",2019-10-02,BILINGUAL PRIMARY SCHOOL II LENDAVA - 2. SZ. LENDVAI KÉTNYELVŰ ÁLTALÁNOS SCHOOL,state body/local community/holder of public authority,COMMUNICATION CENTER,protocol,Indirectly
2019-10-17,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,gospod tonči babič,priložnostno,posredno,30,osebna nestrokovna ocena,uradni obisk ministrice za obrambo rs v republiki makedoniji,"organizacija, v kateri funkcionar opravlja funkcijo",2019-10-17,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,Mr. Tonci Grandmother,casually,Indirectly
2019-10-30,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Reem Ebrahim AL HASHIMI, državna ministrica za mednarodno sodelovanje in generalna direktorica biroja EXPO 2020, Združeni arabski emirati",protokolarno,posredno,30,osebna nestrokovna ocena,"konferenca o afganistanu, bruselj","organizacija, v kateri funkcionar opravlja funkcijo",2019-10-30,MINISTRY OF FOREIGN AFFAIRS,functionary,"Reem Ebrahim AL HASHIMI, Minister of State for International Cooperation and Director General of EXPO 2020 Bureau, United Arab Emirates",protocol,Indirectly
2019-11-15,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"dr. Florian HERRMANN, vodja državne pisarne in državni minister za evropske in zvezne zadeve in medije Bavarske",protokolarno,neposredno,30,ocena,zahvala,lokalna skupnost,2019-11-15,MINISTRY OF FOREIGN AFFAIRS,functionary,"dr. Florian HERRMANN, Head of State Office and Minister of State for European and Federal Affairs and Media of Bavaria",protocol,directly
2019-11-18,OBČINA RADOVLJICA,funkcionar,"erika šlibar mulej, odvetniška pisarna šlibar mulej",priložnostno,neposredno,30,osebna nestrokovna ocena,obisk skupine prijateljstva slovenija-kosovo,"organizacija, v kateri funkcionar opravlja funkcijo",2019-11-18,RADOVLJICA MUNICIPALITY,functionary,"erika šlibar mulej, law firm šlibar mulej",casually,directly
2019-11-20,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,Stalno predstavništvo ZDA pri NATO v Bruslju,priložnostno,posredno,30,osebna nestrokovna ocena,udeležba na Konferenci ministrov za izobraževanje eu-kitajska,"organizacija, v kateri funkcionar opravlja funkcijo",2019-11-20,MINISTRY OF FOREIGN AFFAIRS,functionary,Permanent Mission of the United States to NATO in Brussels,casually,Indirectly
2019-11-26,VRHOVNO DRŽAVNO TOŽILSTVO REPUBLIKE SLOVENIJE,državni organ/lokalna skupnost/nosilec javnih pooblastil,GENERALNI DRŽAVI TOŽILEC REPUBLIKE AVSTRIJE FRANZ PLÖCHL,protokolarno,neposredno,30,osebna nestrokovna ocena,udeležba na konferenci ministrov za izobraževanje eu-kitajska,"organizacija, v kateri funkcionar opravlja funkcijo",2019-11-26,SUPREME STATE PROSECUTOR'S OFFICE OF THE REPUBLIC OF SLOVENIA,state body/local community/holder of public authority,GENERAL STATE PROSECUTOR OF THE REPUBLIC OF AUSTRIA FRANZ PLÖCHL,protocol,directly
2019-11-27,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"dr. edvard kobal, predsednik ustanove slovenska znanstvena fundacija",priložnostno,neposredno,30,ocena,priložnostno,"organizacija, v kateri funkcionar opravlja funkcijo",2019-11-27,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"dr. Edvard Kobal, President of the Slovenian Scientific Foundation",casually,directly
2019-12-03,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Ivica DAČIĆ, prvi podpredsednik Vlade in MINISTER ZA ZUNANJE ZADEVE Srbije",protokolarno,neposredno,30,nestrokovna ocena,udeležba pv rs na konferenci o športu,država,2019-12-03,MINISTRY OF FOREIGN AFFAIRS,functionary,"Ivica DAČIĆ, First Deputy Prime Minister and MINISTER OF FOREIGN AFFAIRS of Serbia",protocol,directly
2019-12-09,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"GENERALMAJOR Reinhard Trischak, POVELJNIK EUFOR",protokolarno,neposredno,30,nestrokovna ocena,obisk delegacije pri pv rs,država,2019-12-09,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"MAJOR GENERAL Reinhard Trischak, EUFOR COMMANDER",protocol,directly
2019-12-10,OBČINA ŠTORE,državni organ/lokalna skupnost/nosilec javnih pooblastil,"roteh, robert kerstein s.p.",priložnostno,neposredno,30,laična,obisk,"organizacija, v kateri funkcionar opravlja funkcijo",2019-12-10,MUNICIPALITY OF ŠTORA,state body/local community/holder of public authority,"roteh, robert kerstein s.p.",casually,directly
2019-12-11,OBČINA ŠTORE,državni organ/lokalna skupnost/nosilec javnih pooblastil,pilih beton d.o.o.,priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V VATIKANU,država,2019-12-11,MUNICIPALITY OF ŠTORA,state body/local community/holder of public authority,pilih beton d.o.o.,casually,directly
2019-12-16,MINISTRSTVO ZA NOTRANJE ZADEVE,funkcionar,"PODPREDSEDNIK VLADE IN MINISTER ZA NOTRANJE ZADEVE SRBIJE, DR NEBOJŠA STEFANOVIĆ",protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V VATIKANU,država,2019-12-16,MINISTRY OF INTERIOR AFFAIRS,functionary,"DEPUTY PRESIDENT OF THE GOVERNMENT AND MINISTER OF INTERIOR AFFAIRS OF SERBIA, DR NEBOJŠA STEFANOVIĆ",protocol,directly
2019-12-23,OBČINA ŠTORE,državni organ/lokalna skupnost/nosilec javnih pooblastil,voc celje d.o.o.,priložnostno,neposredno,30,osebna nestrokovna ocena,sprejem kosovske delegacije,"organizacija, v kateri funkcionar opravlja funkcijo",2019-12-23,MUNICIPALITY OF ŠTORA,state body/local community/holder of public authority,voc celje d.o.o.,casually,directly
2019-12-30,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Irakli KOPLATADZE, veleposlanik Gruzije v Sloveniji",priložnostno,posredno,30,OSEBNA NESTROKOVNA OCENA,OTVORITEV OŠ ŠKOFLJICA PODRUŽNIČNA ŠOLA LAVRICA,država,2019-12-30,MINISTRY OF FOREIGN AFFAIRS,functionary,"Irakli KOPLATADZE, Ambassador of Georgia to Slovenia",casually,Indirectly
2019-12-30,OBČINA TRZIN,funkcionar,"izolacija zorman, gornji log 2, 1241 kamnik",priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V ARGENTINI,država,2019-12-30,TRZIN MUNICIPALITY,functionary,"zorman insulation, upper log 2, 1241 kamnik",casually,directly
2020-02-17,REPUBLIKA SLOVENIJA UPRAVNA ENOTA LJUTOMER,Tretja oseba,RUDI STEGMÜLLER,priložnostno,neposredno,30,osebna nestrokovna ocena,uradni obisk ministrice za obrambo rs v maliju,"organizacija, v kateri funkcionar opravlja funkcijo",2020-02-17,REPUBLIC OF SLOVENIA ADMINISTRATIVE UNIT LJUTOMER,Third person,RUDI STEGMÜLLER,casually,directly
2020-05-14,SLUŽBA VLADE REPUBLIKE SLOVENIJE ZA RAZVOJ IN EVROPSKO KOHEZIJSKO POLITIKO,funkcionar,župan občine grosuplje,priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,3. ZASEDANJE SKUPINE SLOVENSKO-KAZAHSTANSKE KOMISIJE ZA GOSPODARSKO SODELOVANJE,"organizacija, v kateri funkcionar opravlja funkcijo",2020-05-14,OFFICE OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA FOR DEVELOPMENT AND EUROPEAN COHESION POLICY,functionary,the mayor of the municipality of Grosuplje,casually,directly
2020-07-21,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,Uradna oseba,"ZUZANA ČAPUTOVA, PREDSEDNICA SLOVAŠKE REPUBLIKE",protokolarno,neposredno,30,osebna nestrokovna ocena,obisk pri slovenski skupnosti v argentini,"organizacija, v kateri funkcionar opravlja funkcijo",2020-07-21,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,Official person,"ZUZANA ČAPUTOVA, PRESIDENT OF THE SLOVAK REPUBLIC",protocol,directly
2020-09-24,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,funkcionar,predsednik s makedonije,protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V ARGENTINI,lokalna skupnost,2020-09-24,MINISTRY OF ECONOMIC DEVELOPMENT AND TECHNOLOGY,functionary,president from Macedonia,protocol,directly
2020-09-25,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,Uradna oseba,ŽUPAN OHRIDA GOSPOD KONSTANTIN GEORGIEVSKI,protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V ARGENTINI,država,2020-09-25,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,Official person,"THE MAYOR OF OHRID, MR KONSTANTIN GEORGIEVSKI",protocol,directly
2020-09-25,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,Uradna oseba,REDSEDNIK SOBRANJA SMAKEDONIJE TALAT XHAFERI,protokolarno,neposredno,30,nestrokovna ocena,uradni obisk predsednika vlade republike slovenije v srbiji,država,2020-09-25,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,Official person,PRESIDENT OF THE ASSEMBLY OF SMAKEDONIA TALAT XHAFERI,protocol,directly
2020-10-03,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,Uradna oseba,"mag. anton česen, direktor zavoda sv. stanislava",priložnostno,neposredno,30,internetni viri,darilo ob obisku,funkcionar,2020-10-03,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,Official person,"M.Sc. anton česen, director of the St. Stanislav",casually,directly
2020-12-14,OBČINA ŠTORE,Uradna oseba,cenc marjan s.p.,priložnostno,neposredno,30,internetni viri,zahvala ob obisku,funkcionar,2020-12-14,MUNICIPALITY OF ŠTORA,Official person,cenc marjan s.p.,casually,directly
2020-12-15,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"sodnik Chile EBOE-OSUJI, predsednik Mednarodnega kazenskega sodišča (ICC)",priložnostno,neposredno,30,samoocenitev,delovno srečanje vlade republike slovenije in vlade republike srbije,funkcionar,2020-12-15,MINISTRY OF FOREIGN AFFAIRS,functionary,"Judge Chile EBOE-OSUJI, President of the International Criminal Court (ICC)",casually,directly
2020-12-18,OBČINA ŠTORE,Uradna oseba,Exellent & Co. d.o.o.,priložnostno,neposredno,30,samoocenitev,delovno srečanje vlade republike slovenije in vlade republike srbije,funkcionar,2020-12-18,MUNICIPALITY OF ŠTORA,Official person,Excellent & Co. d.o.o.,casually,directly
2020-12-28,OBČINA ŠTORE,Uradna oseba,nt&rc d.o.o.,priložnostno,neposredno,30,nestrokovna ocena,uradni obisk predsendika vlade republike slovenije v srbiji,država,2020-12-28,MUNICIPALITY OF ŠTORA,Official person,nt&rc d.o.o.,casually,directly
2021-01-19,MINISTRSTVO ZA INFRASTRUKTURO,Uradna oseba,župan občine hrastnik,priložnostno,neposredno,30,nestrokovna ocena,uradni obisk predsednika vlade republike slovenije v srbiji,država,2021-01-19,MINISTRY OF INFRASTRUCTURE,Official person,the mayor of the Hrastnik municipality,casually,directly
2021-03-02,MINISTRSTVO ZA INFRASTRUKTURO,Uradna oseba,PREDSTAVNIKI REPUBLIKE POLJSKE,priložnostno,neposredno,30,nestrokovna ocena,uradni obisk predsednika vlade republike slovenije v srbiji,funkcionar,2021-03-02,MINISTRY OF INFRASTRUCTURE,Official person,REPRESENTATIVES OF THE REPUBLIC OF POLAND,casually,directly
2107-04-21,MESTNA OBČINA NOVO MESTO,funkcionar,"PIER LUIGI CELLAROSI, GENERALNI SEKRETAR C.I.V.I.A. SAN MARINO",protokolarno,neposredno,30,nestrokovna ocena,uradni obisk predsednika vlade republike slovenije v srbiji,država,2107-04-21,CITY MUNICIPALITY NOVI MESO,functionary,"PIER LUIGI CELLAROSI, SECRETARY GENERAL OF C.I.V.I.A. SAN MARINO",protocol,directly
2015-03-11,REPUBLIKA SLOVENIJA UPRAVNA ENOTA LJUTOMER,državni organ/lokalna skupnost/nosilec javnih pooblastil,nezaj špend,priložnostno,neposredno,30,"cena navedena na vstopnicah in osebna, nestrokovna ocena za rokovnik in koledarja",darilo,funkcionar,2015-03-11,REPUBLIC OF SLOVENIA ADMINISTRATIVE UNIT LJUTOMER,state body/local community/holder of public authority,Don't worry,casually,directly
2015-11-27,OBČINA TRZIN,funkcionar,"mojaobcina.si - pri ms mediji, d.o.o., koprska ulica 72, 1000 Ljubljana",priložnostno,neposredno,30,-,obisk veleposlanika egipta pri predsedniku ozp,"organizacija, v kateri funkcionar opravlja funkcijo",2015-11-27,TRZIN MUNICIPALITY,functionary,"mojaobcina.si - at ms mediji, d.o.o., Koprska ulica 72, 1000 Ljubljana",casually,directly
2019-12-20,OBČINA BENEDIKT,funkcionar,POMGRAD D. D.,priložnostno,neposredno,30,cena navedena na vstopnici,novoletno darilo zvezi prijateljev mladine slovenije,funkcionar,2019-12-20,MUNICIPALITY OF BENEDICT,functionary,POMGRAD D. D.,casually,directly
2015-03-05,Kemijski inštitut,državni organ/lokalna skupnost/nosilec javnih pooblastil,mojca kranjc,priložnostno,neposredno,30,cena navedena na vstopnicah,novoletno darilo,funkcionar,2015-03-05,Institute of Chemistry,state body/local community/holder of public authority,mojca kranjc,casually,directly
2017-09-09,MESTNA OBČINA LJUBLJANA,funkcionar,PREDSEDNICA DU KOZARJE,priložnostno,neposredno,30,"cena navedena na vstopnicah, osebna nestrokovna ocena za rokovnik in koledarja",darilo,funkcionar,2017-09-09,MUNICIPALITY OF LJUBLJANA,functionary,PRESIDENT DU KOZARJE,casually,directly
2018-02-27,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"gospod bojan rotovnik, predsednik planinske zveze slovenije",priložnostno,neposredno,30,"cena navedena na vstopnicah, osebna nestrokovna ocena za rokovnik in koledarja",novoletno darilo,funkcionar,2018-02-27,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Mr. Bojan Rotovnik, President of the Mountaineering Association of Slovenia",casually,directly
